organization	organ	organization
,	,	,
damn	damn	damn
it	it	it
!	!	!

>	>	>
besides	besid	besides
,	,	,
let	let	let
'	'	'
s	s	s
<	<	<
ahem	ahem	ahem
>	>	>
examine	examin	examine
the	the	the
record	record	record
,	,	,
shall	shall	shall
we	we	we
?	?	?

>	>	>
broward	broward	broward
:	:	:
"	"	"
clinton	clinton	clinton
'	'	'
s	s	s
going	go	going
to	to	to
taxe	tax	taxe
the	the	the
holy	holi	holy
fuck	fuck	fuck
out	out	out
of	of	of
you	you	you
!	!	!

"	"	"

>	>	>
mark	mark	mark
:	:	:
"	"	"
no	no	no
,	,	,
he	he	he
'	'	'
s	s	s
not	not	not
.	.	.

only	onli	only
$	$	$
17	17	17
/	/	/
month	month	month
"	"	"

>	>	>
(	(	(
i	i	i
still	still	still
get	get	get
a	a	a
laugh	laugh	laugh
out	out	out
of	of	of
this	this	this
one	one	one
!	!	!

:	:	:
)	)	)
)	)	)

more	more	more
like	like	like
:	:	:

broward	broward	broward
:	:	:
"	"	"
clinton	clinton	clinton
'	'	'
s	s	s
going	go	going
to	to	to
raise	rais	raise
your	your	your
income	incom	income
taxes	tax	tax
by	by	by
over	over	over
$	$	$
1000	1000	1000
!	!	!
"	"	"

mark	mark	mark
:	:	:
"	"	"
no	no	no
,	,	,
he	he	he
'	'	'
s	s	s
not	not	not
,	,	,
only	onli	only
about	about	about
$	$	$
204	204	204
.	.	.
"	"	"

broward	broward	broward
:	:	:
(	(	(
silence	silenc	silence
)	)	)

>	>	>
want	want	want
some	some	some
more	more	more
"	"	"
free	free	free
predictions	predict	prediction
"	"	"
?	?	?

ok	ok	ok
,	,	,
i	i	i
predict	predict	predict
that	that	that
in	in	in
1996	1996	1996
the	the	the
republicans	republican	republican
will	will	will
still	still	still
be	be	be
bitter	bitter	bitter
.	.	.

yeah	yeah	yeah
,	,	,
yeah	yeah	yeah
,	,	,
i	i	i
know	know	know
,	,	,
it	it	it
'	'	'
s	s	s
not	not	not
very	veri	very
impressive	impress	impressive
to	to	to
predict	predict	predict
things	thing	thing
that	that	that
are	are	are
inevitable	inevit	inevitable
.	.	.
.	.	.
.	.	.

"	"	"
.	.	.
.	.	.
.	.	.
so	so	so
i	i	i
propose	propos	propose
that	that	that
we	we	we
destroy	destroy	destroy
the	the	the
moon	moon	moon
,	,	,
neatly	neat	neatly
solving	solv	solving
that	that	that
problem	problem	problem
.	.	.
"	"	"

[	[	[
your	your	your
blood	blood	blood
pressure	pressur	pressure
just	just	just
went	went	went
up	up	up
.	.	.
]	]	]
mark	mark	mark
sachs	sach	sachs
is	is	is
:	:	:
mbs110@psuvm.psu.edu	mbs110@psuvm.psu.edu	mbs110@psuvm.psu.edu

disclaimer	disclaim	disclaimer
:	:	:
if	if	if
psu	psu	psu
knew	knew	knew
i	i	i
had	had	had
opinions	opinion	opinion
,	,	,
they	they	they
'	'	'
d	d	d
try	tri	try
to	to	to
charge	charg	charge
me	me	me
for	for	for
them	them	them
.	.	.
