subject	subject	subject
,	,	,
and	and	and
a	a	a
screen	screen	screen
popped	pop	popped
up	up	up
and	and	and
said	said	said
something	someth	something
about	about	about
sectors	sector	sector
for	for	for
a	a	a
brief	brief	brief
period	period	period
of	of	of
time	time	time
.	.	.

i	i	i
then	then	then
went	went	went
back	back	back
to	to	to
the	the	the
program	program	program
,	,	,
executed	execut	executed
it	it	it
again	again	again
,	,	,
and	and	and
the	the	the
exact	exact	exact
same	same	same
error	error	error
was	was	wa
detected	detect	detected
.	.	.

i	i	i
rebooted	reboot	rebooted
and	and	and
tried	tri	tried
again	again	again
,	,	,
and	and	and
the	the	the
same	same	same
error	error	error
happened	happen	happened
again	again	again
.	.	.

so	so	so
,	,	,
i	i	i
removed	remov	removed
dtg	dtg	dtg
from	from	from
memory	memori	memory
,	,	,
and	and	and
went	went	went
to	to	to
the	the	the
program	program	program
to	to	to
see	see	see
if	if	if
i	i	i
could	could	could
detect	detect	detect
anything	anyth	anything
wrong	wrong	wrong
.	.	.

sure	sure	sure
enough	enough	enough
there	there	there
was	was	wa
a	a	a
number	number	number
of	of	of
read	read	read
attempts	attempt	attempt
.	.	.

so	so	so
i	i	i
rebooted	reboot	rebooted
and	and	and
reloaded	reload	reloaded
dtg	dtg	dtg
,	,	,
but	but	but
removed	remov	removed
the	the	the
cache	cach	cache
.	.	.

i	i	i
executed	execut	executed
the	the	the
program	program	program
.	.	.

no	no	no
read	read	read
errors	error	error
,	,	,
either	either	either
audible	audibl	audible
or	or	or
detected	detect	detected
by	by	by
dtg	dtg	dtg
.	.	.

i	i	i
quit	quit	quit
the	the	the
program	program	program
,	,	,
loaded	load	loaded
the	the	the
cache	cach	cache
,	,	,
and	and	and
ran	ran	ran
the	the	the
program	program	program
again	again	again
.	.	.

the	the	the
errors	error	error
were	were	were
detected	detect	detected
.	.	.

ok	ok	ok
,	,	,
so	so	so
the	the	the
errors	error	error
are	are	are
there	there	there
,	,	,
and	and	and
dtg	dtg	dtg
detects	detect	detects
but	but	but
doesn	doesn	doesn
'	'	'
t	t	t
fix	fix	fix
them	them	them
,	,	,
when	when	when
the	the	the
cache	cach	cache
is	is	is
loaded	load	loaded
.	.	.

when	when	when
the	the	the
cache	cach	cache
is	is	is
not	not	not
loaded	load	loaded
there	there	there
are	are	are
no	no	no
errors	error	error
.	.	.

so	so	so
,	,	,
to	to	to
see	see	see
if	if	if
the	the	the
cache	cach	cache
was	was	wa
interfering	interf	interfering
with	with	with
any	ani	any
other	other	other
files	file	file
,	,	,
i	i	i
went	went	went
into	into	into
xtree	xtree	xtree
gold	gold	gold
and	and	and
tagged	tag	tagged
all	all	all
files	file	file
,	,	,
and	and	and
searched	search	searched
them	them	them
for	for	for
a	a	a
random	random	random
string	string	string
(	(	(
in	in	in
other	other	other
words	word	word
,	,	,
i	i	i
wanted	want	wanted
the	the	the
program	program	program
to	to	to
completely	complet	completely
read	read	read
every	everi	every
file	file	file
on	on	on
my	my	my
hard	hard	hard
drive	drive	drive
)	)	)
.	.	.

before	befor	before
i	i	i
got	got	got
through	through	through
the	the	the
c	c	c
'	'	'
s	s	s
dtg	dtg	dtg
had	had	had
detected	detect	detected
at	at	at
least	least	least
six	six	six
errors	error	error
and	and	and
recommended	recommend	recommended
i	i	i
reboot	reboot	reboot
.	.	.

does	doe	doe
anybody	anybodi	anybody
,	,	,
have	have	have
any	ani	any
idea	idea	idea
why	whi	why
smartdrv	smartdrv	smartdrv
is	is	is
causing	caus	causing
misreads	misread	misreads
on	on	on
my	my	my
hard	hard	hard
drive	drive	drive
?	?	?

oh	oh	oh
,	,	,
there	there	there
are	are	are
exactly	exact	exactly
two	two	two
misreads	misread	misreads
per	per	per
file	file	file
,	,	,
and	and	and
1	1	1
in	in	in
about	about	about
every	everi	every
100	100	100
files	file	file
are	are	are
affected	affect	affected
.	.	.

i	i	i
originally	origin	originally
posted	post	posted
this	this	this
message	messag	message
to	to	to
disk	disk	disk
technician	technician	technician
corp	corp	corp
.	.	.
'	'	'
s	s	s
system	system	system
,	,	,
but	but	but
i	i	i
figured	figur	figured
someone	someon	someone
out	out	out
in	in	in
netland	netland	netland
may	may	may
know	know	know
enough	enough	enough
about	about	about
smartdrv	smartdrv	smartdrv
to	to	to
help	help	help
me	me	me
out	out	out
.	.	.

-	-	-
-	-	-
internet	internet	internet
:	:	:
jdriver@netlink.cts.com	jdriver@netlink.cts.com	jdriver@netlink.cts.com
(	(	(
john	john	john
driver	driver	driver
)	)	)
uucp	uucp	uucp
:	:	:
.	.	.
.	.	.
.	.	.
!	!	!
ryptyde	ryptyd	ryptyde
!	!	!
netlink	netlink	netlink
!	!	!
jdriver	jdriver	jdriver
netlink	netlink	netlink
online	onlin	online
communications	communic	communication
*	*	*
public	public	public
access	access	access
in	in	in
san	san	san
diego	diego	diego
,	,	,
ca	ca	ca
(	(	(
619) 453-1115	619) 453-1115	619) 453-1115
