subject	subject	subject
"	"	"
you	you	you
have	have	have
heard	heard	heard
that	that	that
the	the	the
ancients	ancient	ancient
were	were	were
told	told	told
,	,	,
'	'	'
you	you	you
shall	shall	shall
not	not	not
commit	commit	commit
murder	murder	murder
'	'	'
.	.	.
.	.	.
.	.	.
and	and	and
'	'	'
whoever	whoever	whoever
commits	commit	commits
murder	murder	murder
shall	shall	shall

be	be	be
liable	liabl	liable
to	to	to
the	the	the
court	court	court
.	.	.
'	'	'
but	but	but
i	i	i
say	say	say
to	to	to
you	you	you
that	that	that
everyone	everyon	everyone
who	who	who
is	is	is

angry	angri	angry
with	with	with
his	his	his
brother	brother	brother
shall	shall	shall
be	be	be
liable	liabl	liable
to	to	to
the	the	the
court	court	court
.	.	.
.	.	.
.	.	.
"	"	"

the	the	the
"	"	"
objective	object	objective
morality	moral	morality
"	"	"
of	of	of
god	god	god
gets	get	get
blurred	blur	blurred
by	by	by
our	our	our
inept	inept	inept
interpretation	interpret	interpretation
of	of	of
it	it	it
.	.	.

we	we	we
[	[	[
christians	christian	christian
]	]	]
have	have	have
made	made	made
our	our	our
biggest	biggest	biggest
errors	error	error
when	when	when
we	we	we
have	have	have
allowed	allow	allowed
any	ani	any
one	one	one
person	person	person
or	or	or
group	group	group
of	of	of
people	peopl	people
decide	decid	decide
exactly	exact	exactly
what	what	what
god	god	god
intended	intend	intended
for	for	for
us	us	u
.	.	.

if	if	if
we	we	we
[	[	[
christians	christian	christian
]	]	]
would	would	would
stay	stay	stay
committed	commit	committed
to	to	to
seeking	seek	seeking
god	god	god
'	'	'
s	s	s
will	will	will
instead	instead	instead
of	of	of
trying	tri	trying
to	to	to
prove	prove	prove
we	we	we
already	alreadi	already
had	had	had
it	it	it
all	all	all
figured	figur	figured
out	out	out
,	,	,
we	we	we
might	might	might
do	do	do
a	a	a
better	better	better
job	job	job
of	of	of
allowing	allow	allowing
others	other	others
to	to	to
find	find	find
god	god	god
'	'	'
s	s	s

"	"	"
objective	object	objective
morality	moral	morality
"	"	"
for	for	for
themselves	themselv	themselves
.	.	.

if	if	if
jesus	jesus	jesus
is	is	is
who	who	who
he	he	he
said	said	said
he	he	he
was	was	wa
/	/	/
is	is	is
(	(	(
and	and	and
that	that	that
'	'	'
s	s	s
the	the	the
fundamental	fundament	fundamental
question	question	question
,	,	,
)	)	)
then	then	then
he	he	he
is	is	is
"	"	"
objective	object	objective
morality	moral	morality
.	.	.
"	"	"

john	john	john
nunnally	nunnal	nunnally
