subject	subject	subject
man	man	man
does	doe	doe
or	or	or
the	the	the
honest	honest	honest
life	life	life
he	he	he
loves	love	love
,	,	,
i	i	i
want	want	want
somewhere	somewher	somewhere
,	,	,
i	i	i
want	want	want
somewhere	somewher	somewhere
,	,	,
hallelujah	hallelujah	hallelujah
,	,	,
hallelujah	hallelujah	hallelujah
,	,	,
somewhere	somewher	somewhere
to	to	to
lay	lay	lay
my	my	my
head	head	head
,	,	,
woe	woe	woe
is	is	is
me	me	me

only	onli	only
ska	ska	ska
beat	beat	beat
in	in	in
'	'	'
eaven	eaven	eaven
man	man	man

stiff	stiff	stiff
necked	neck	necked
fools	fool	fool
,	,	,
you	you	you
think	think	think
you	you	you
'	'	'
re	re	re
cool	cool	cool
,	,	,
to	to	to
deny	deni	deny
me	me	me
for	for	for
simplicity	simplic	simplicity
,	,	,
yes	yes	yes
you	you	you
have	have	have
gone	gone	gone
,	,	,
for	for	for
so	so	so
long	long	long
with	with	with
your	your	your
love	love	love
for	for	for
vanity	vaniti	vanity
now	now	now
,	,	,
yes	yes	yes
you	you	you
have	have	have
got	got	got
the	the	the
wrong	wrong	wrong
interpretation	interpret	interpretation
mixed	mix	mixed
up	up	up
with	with	with
vain	vain	vain
imagination	imagin	imagination
,	,	,
so	so	so
take	take	take
jah	jah	jah
sun	sun	sun
and	and	and
jah	jah	jah
moon	moon	moon
and	and	and
jah	jah	jah
rain	rain	rain
and	and	and
jah	jah	jah
stars	star	star
,	,	,
and	and	and
forever	forev	forever
yes	yes	yes
erase	eras	erase
your	your	your
fantasy	fantasi	fantasy
,	,	,
yeah	yeah	yeah
,	,	,
the	the	the
lips	lip	lip
of	of	of
the	the	the
righteous	righteous	righteous
teach	teach	teach
many	mani	many
,	,	,
but	but	but
fools	fool	fool
die	die	die
for	for	for
want	want	want
of	of	of
wisdom	wisdom	wisdom
,	,	,
the	the	the
rich	rich	rich
man	man	man
'	'	'
s	s	s
wealth	wealth	wealth
is	is	is
in	in	in
his	his	his
city	citi	city
,	,	,
the	the	the
righteous	righteous	righteous
wealth	wealth	wealth
is	is	is
in	in	in
his	his	his
holy	holi	holy
place	place	place
,	,	,
so	so	so
take	take	take
jah	jah	jah
sun	sun	sun
and	and	and
jah	jah	jah
moon	moon	moon
and	and	and
jah	jah	jah
rain	rain	rain
and	and	and
jah	jah	jah
stars	star	star
,	,	,
and	and	and
forever	forev	forever
yes	yes	yes
erase	eras	erase
your	your	your
fantasy	fantasi	fantasy
,	,	,
destruction	destruct	destruction
of	of	of
the	the	the
poor	poor	poor
is	is	is
in	in	in
their	their	their
poverty	poverti	poverty
,	,	,
destruction	destruct	destruction
of	of	of
the	the	the
soul	soul	soul
is	is	is
vanity	vaniti	vanity
,	,	,
yeah	yeah	yeah
,	,	,
but	but	but
i	i	i
don	don	don
'	'	'
t	t	t
want	want	want
to	to	to
rule	rule	rule
ya	ya	ya
,	,	,
i	i	i
don	don	don
'	'	'
t	t	t
want	want	want
to	to	to
fool	fool	fool
ya	ya	ya
,	,	,
i	i	i
don	don	don
'	'	'
t	t	t
want	want	want
to	to	to
school	school	school
ya	ya	ya
,	,	,
things	thing	thing
you	you	you
,	,	,
you	you	you
might	might	might
never	never	never
know	know	know
about	about	about
,	,	,
yes	yes	yes
you	you	you
have	have	have
got	got	got
the	the	the
wrong	wrong	wrong
interpretation	interpret	interpretation
mixed	mix	mixed
up	up	up
with	with	with
vain	vain	vain
,	,	,
vain	vain	vain
imagination	imagin	imagination
,	,	,
stiff	stiff	stiff
necked	neck	necked
fools	fool	fool
,	,	,
you	you	you
think	think	think
you	you	you
'	'	'
re	re	re
cool	cool	cool
,	,	,
to	to	to
deny	deni	deny
me	me	me
for	for	for
,	,	,
oh	oh	oh
simplicity	simplic	simplicity

love	love	love
to	to	to
see	see	see
,	,	,
when	when	when
yah	yah	yah
move	move	move
in	in	in
the	the	the
rhythm	rhythm	rhythm
,	,	,
love	love	love
to	to	to
see	see	see
when	when	when
you	you	you
'	'	'
re	re	re
dancing	danc	dancing
from	from	from
within	within	within
,	,	,
it	it	it
gives	give	give
great	great	great
joy	joy	joy
to	to	to
feel	feel	feel
such	such	such
sweet	sweet	sweet
togetherness	togeth	togetherness
,	,	,
everyone	everyon	everyone
'	'	'
s	s	s
doing	do	doing
and	and	and
they	they	they
'	'	'
re	re	re
doing	do	doing
their	their	their
best	best	best
,	,	,
it	it	it
remind	remind	remind
i	i	i
of	of	of
the	the	the
days	day	day
in	in	in
jericho	jericho	jericho
,	,	,
when	when	when
we	we	we
trodden	trodden	trodden
down	down	down
jericho	jericho	jericho
wall	wall	wall
,	,	,
these	these	these
are	are	are
the	the	the
days	day	day
when	when	when
we	we	we
'	'	'
ll	ll	ll
trod	trod	trod
true	true	true
babylon	babylon	babylon
,	,	,
gonna	gonna	gonna
trod	trod	trod
until	until	until
babylon	babylon	babylon
fall	fall	fall

then	then	then
i	i	i
saw	saw	saw
the	the	the
angel	angel	angel
with	with	with
the	the	the
seven	seven	seven
seals	seal	seal
saying	say	saying
,	,	,
babylon	babylon	babylon
throne	throne	throne
going	go	going
down	down	down

we	we	we
weeping	weep	weeping
and	and	and
we	we	we
wailing	wail	wailing
tonight	tonight	tonight
