subject	subject	subject
apostle	apostl	apostle
,	,	,
bruce	bruce	bruce
mcconkie	mcconki	mcconkie
.	.	.

the	the	the
curious	curious	curious
part	part	part
is	is	is
that	that	that
no	no	no
one	one	one
addressed	address	addressed
the	the	the

>	>	>
issue	issu	issue
of	of	of
`	`	`
jesus	jesus	jesus
needing	need	needing
to	to	to
be	be	be
saved	save	saved
.	.	.
'	'	'
rick	rick	rick
comes	come	come
the	the	the
closest	closest	closest
with	with	with
his	his	his
"	"	"
i	i	i

>	>	>
have	have	have
my	my	my
own	own	own
conclusions	conclus	conclusion
"	"	"
to	to	to
addressing	address	addressing
the	the	the
point	point	point
.	.	.

let	let	let
me	me	me
clarify	clarifi	clarify
this	this	this
one	one	one
more	more	more
time	time	time
.	.	.

you	you	you
did	did	did
not	not	not
refer	refer	refer
to	to	to
the	the	the
mormon	mormon	mormon
belief	belief	belief
that	that	that
jesus	jesus	jesus
needed	need	needed
to	to	to
be	be	be
saved	save	saved
,	,	,
but	but	but
rather	rather	rather
to	to	to
mcconkie	mcconki	mcconkie
'	'	'
s	s	s
belief	belief	belief
in	in	in
same	same	same
.	.	.

we	we	we
keep	keep	keep
trying	tri	trying
to	to	to
point	point	point
out	out	out
to	to	to
you	you	you
that	that	that
bruce	bruce	bruce
mcconkie	mcconki	mcconkie
is	is	is
not	not	not
the	the	the
source	sourc	source
of	of	of
mormon	mormon	mormon
doctrine	doctrin	doctrine
,	,	,
and	and	and
you	you	you
keep	keep	keep
ignoring	ignor	ignoring
it	it	it
.	.	.

(	(	(
see	see	see
below	below	below
)	)	)

>	>	>

>	>	>
most	most	most
of	of	of
the	the	the
other	other	other
replies	repli	reply
have	have	have
instead	instead	instead
hop	hop	hop
-	-	-
scotched	scotch	scotched
to	to	to
the	the	the
issue	issu	issue
of	of	of

>	>	>
bruce	bruce	bruce
mcconkie	mcconki	mcconkie
and	and	and
whether	whether	whether
his	his	his
views	view	view
were	were	were
'	'	'
official	offici	official
doctrine	doctrin	doctrine
.	.	.
'	'	'
i	i	i
don	don	don
'	'	'
t	t	t

>	>	>
think	think	think
that	that	that
it	it	it
matters	matter	matter
if	if	if
mcconkie	mcconki	mcconkie
'	'	'
s	s	s
views	view	view
were	were	were
canon	canon	canon
.	.	.

that	that	that
is	is	is
not	not	not
the	the	the

>	>	>
issue	issu	issue
.	.	.

were	were	were
mcconkie	mcconki	mcconkie
'	'	'
s	s	s
writings	write	writing
indicative	indic	indicative
of	of	of
mormon	mormon	mormon
belief	belief	belief
on	on	on
this	this	this

>	>	>
subject	subject	subject
is	is	is
the	the	the
real	real	real
issue	issu	issue
.	.	.

the	the	the
indication	indic	indication
from	from	from
rick	rick	rick
is	is	is
that	that	that
they	they	they
may	may	may

>	>	>
certainly	certain	certainly
be	be	be
.	.	.

on	on	on
the	the	the
contrary	contrari	contrary
,	,	,
robert	robert	robert
,	,	,
if	if	if
you	you	you
are	are	are
quoting	quot	quoting
mcconkie	mcconki	mcconkie
'	'	'
s	s	s
words	word	word
as	as	a
mormon	mormon	mormon
canon	canon	canon
then	then	then
the	the	the
question	question	question
of	of	of
whether	whether	whether
they	they	they
are	are	are
canon	canon	canon
or	or	or
not	not	not
is	is	is
of	of	of
*	*	*
great	great	great
*	*	*
importance	import	importance
.	.	.

the	the	the
fact	fact	fact
is	is	is
that	that	that
they	they	they
are	are	are
not	not	not
.	.	.

whether	whether	whether
or	or	or
not	not	not
they	they	they
indicate	indic	indicate
general	general	general
mormon	mormon	mormon
belief	belief	belief
would	would	would
only	onli	only
be	be	be
ascertainable	ascertain	ascertainable
by	by	by
interviewing	interview	interviewing
a	a	a
large	larg	large
number	number	number
of	of	of
mormons	mormon	mormon
.	.	.

>	>	>

>	>	>

>	>	>
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=

>	>	>
robert	robert	robert
weiss	weiss	weiss

>	>	>
psyrobtw@ubvms.cc.buffalo.edu	psyrobtw@ubvms.cc.buffalo.edu	psyrobtw@ubvms.cc.buffalo.edu

-	-	-
-	-	-
rick	rick	rick
anderson	anderson	anderson
librba@byuvm.bitnet	librba@byuvm.bitnet	librba@byuvm.bitnet
