subject	subject	subject
a	a	a
tough	tough	tough
one	one	one
for	for	for
people	peopl	people
today	today	today
to	to	to
grasp	grasp	grasp
.	.	.

in	in	in
any	ani	any
case	case	case
,	,	,
theory	theori	theory
without	without	without
empirical	empir	empirical
data	data	data
is	is	is
not	not	not
explanation	explan	explanation
,	,	,
but	but	but
then	then	then
your	your	your
question	question	question
does	doe	doe
not	not	not
require	requir	require
data	data	data
.	.	.

in	in	in
other	other	other
words	word	word
,	,	,
i	i	i
agree	agre	agree
that	that	that
theorizing	theoriz	theorizing
(	(	(
within	within	within
scientific	scientif	scientific
parameters	paramet	parameter
)	)	)
is	is	is
just	just	just
as	as	a
scientific	scientif	scientific
as	as	a
explaining	explain	explaining
.	.	.

so	so	so
the	the	the
answer	answer	answer
is	is	is
,	,	,
who	who	who
and	and	and
why	whi	why
are	are	are
not	not	not
closed	close	closed
to	to	to
scientists	scientist	scientist
,	,	,
but	but	but
i	i	i
sense	sens	sense
that	that	that
science	scienc	science
in	in	in
these	these	these
realms	realm	realm
is	is	is
currently	current	currently
very	veri	very
inadequate	inadequ	inadequate
.	.	.

data	data	data
will	will	will
be	be	be
necessary	necessari	necessary
for	for	for
improvement	improv	improvement
,	,	,
and	and	and
that	that	that
seems	seem	seems
a	a	a
long	long	long
way	way	way
off	off	off
,	,	,
if	if	if
ever	ever	ever
.	.	.

pretty	pretti	pretty
convoluted	convolut	convoluted
here	here	here
;	;	;
i	i	i
hope	hope	hope
i	i	i
'	'	'
ve	ve	ve
made	made	made
sense	sens	sense
.	.	.

>	>	>
it	it	it
seems	seem	seems
to	to	to
me	me	me
that	that	that
200	200	200
or	or	or
so	so	so
years	year	year
ago	ago	ago
,	,	,
the	the	the
question	question	question
of	of	of
the	the	the
origin	origin	origin
of	of	of
life	life	life
on	on	on

>	>	>
earth	earth	earth
was	was	wa
not	not	not
considered	consid	considered
open	open	open
to	to	to
scientific	scientif	scientific
enquiry	enquiri	enquiry
.	.	.

i	i	i
agree	agre	agree
generally	general	generally
.	.	.

but	but	but
i	i	i
prefer	prefer	prefer
to	to	to
put	put	put
it	it	it
this	this	this
way	way	way
-	-	-
the	the	the
*	*	*
questions	question	question
*	*	*
of	of	of
how	how	how
,	,	,
when	when	when
,	,	,
who	who	who
and	and	and
why	whi	why
were	were	were
not	not	not
open	open	open
to	to	to
inquiry	inquiri	inquiry
.	.	.

during	dure	during
the	the	the
enlightenment	enlighten	enlightenment
,	,	,
reason	reason	reason
was	was	wa
reponsible	repons	reponsible
for	for	for
questioning	question	questioning
the	the	the
theological	theolog	theological
answers	answer	answer
to	to	to
how	how	how
and	and	and
when	when	when
,	,	,
and	and	and
not	not	not
,	,	,
for	for	for
the	the	the
most	most	most
part	part	part
,	,	,
who	who	who
and	and	and
why	whi	why
.	.	.

science	scienc	science
was	was	wa
thus	thus	thus
born	born	born
out	out	out
of	of	of
the	the	the
naturalists	naturalist	naturalist
'	'	'
curiosity	curios	curiosity
,	,	,
eventually	eventu	eventually
carting	cart	carting
away	away	away
the	the	the
how	how	how
and	and	and
when	when	when
while	while	while
largely	larg	largely
leaving	leav	leaving
behind	behind	behind
the	the	the
who	who	who
and	and	and
why	whi	why
.	.	.

the	the	the
ignorant	ignor	ignorant
,	,	,
the	the	the
selfish	selfish	selfish
,	,	,
the	the	the
intolerant	intoler	intolerant
,	,	,
and	and	and
the	the	the
arrogant	arrog	arrogant
,	,	,
of	of	of
course	cours	course
,	,	,
still	still	still
claim	claim	claim
authority	author	authority
in	in	in
all	all	all
four	four	four
domains	domain	domain
.	.	.

>	>	>
|	|	|
>	>	>
rich	rich	rich
fox	fox	fox
,	,	,
anthro	anthro	anthro
,	,	,
usouthdakota	usouthdakota	usouthdakota

>	>	>
did	did	did
like	like	like
your	your	your
discussion	discuss	discussion
around	around	around
amhs	amh	amhs
,	,	,
and	and	and
i	i	i
did	did	did
figure	figur	figure
out	out	out
what	what	what
amh	amh	amh
was	was	wa
from	from	from

>	>	>
your	your	your
original	origin	original
post	post	post
:	:	:
-	-	-
)	)	)

much	much	much
obliged	oblig	obliged
.	.	.

funny	funni	funny
how	how	how
facts	fact	fact
tend	tend	tend
to	to	to
muddle	muddl	muddle
things	thing	thing
,	,	,
isn	isn	isn
'	'	'
t	t	t
it	it	it
?	?	?

well	well	well
,	,	,
i	i	i
am	am	am
sure	sure	sure
there	there	there
are	are	are
plenty	plenti	plenty
of	of	of
"	"	"
scientific	scientif	scientific
"	"	"
creationist	creationist	creationist
"	"	"
rebuttals	rebutt	rebuttal
"	"	"
out	out	out
there	there	there
somewhere	somewher	somewhere
,	,	,
even	even	even
if	if	if
they	they	they
have	have	have
to	to	to
be	be	be
created	creat	created
from	from	from
nothing	noth	nothing
.	.	.

[	[	[
just	just	just
for	for	for
the	the	the
record	record	record
,	,	,
again	again	again
,	,	,
amh	amh	amh
=	=	=
anatomically	anatom	anatomically
modern	modern	modern
humans	human	human
]	]	]

best	best	best
regards	regard	regard
:	:	:
-	-	-
)	)	)
,	,	,
rich	rich	rich
fox	fox	fox
,	,	,
anthro	anthro	anthro
,	,	,
usouthdakota	usouthdakota	usouthdakota
