subject	subject	subject
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
\	\	\
/	/	/
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|

|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
4	4	4
j3	j3	j3
|	|	|

|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
9	9	9
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|

|	|	|
11 8  8  8  8	11 8  8  8  8	11 8  8  8  8
|	|	|
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
1	1	1

|	|	|
|	|	|
6	6	6
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
10	10	10
|	|	|
|	|	|
-	-	-
-	-	-
-	-	-
|	|	|

|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
4	4	4
|	|	|
5	5	5
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
2	2	2

|	|	|
j2	j2	j2
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
-	-	-
-	-	-
-	-	-
|	|	|

|	|	|
11 8  8  8  8	11 8  8  8  8	11 8  8  8  8
|	|	|
5	5	5
|	|	|
|	|	|
3	3	3

|	|	|
4	4	4
j3	j3	j3
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
-	-	-
-	-	-
-	-	-
|	|	|

|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
|	|	|
-	-	-
|	|	|
|	|	|
-	-	-
|	|	|
4	4	4
j1	j1	j1
|	|	|

|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

vga	vga	vga
graphics	graphic	graphic
adapter	adapt	adapter
layout	layout	layout
#	#	#
3	3	3
(	(	(
2	2	2
/	/	/
4	4	4
/	/	/
8	8	8
-	-	-
dram	dram	dram
)	)	)

1	1	1
.	.	.

dip	dip	dip
switches	switch	switch
2	2	2
.	.	.

db	db	db
-	-	-
15	15	15
connector	connector	connector
:	:	:
for	for	for
analog	analog	analog
monitors	monitor	monitor
.	.	.

3	3	3
.	.	.

db	db	db
-	-	-
9	9	9
connector	connector	connector
:	:	:
for	for	for
ttl	ttl	ttl
monitors	monitor	monitor
.	.	.

(	(	(
*	*	*
note	note	note
#	#	#
1	1	1
)	)	)
4	4	4
.	.	.

jumers	jumer	jumers
j1	j1	j1
,	,	,
j2	j2	j2
,	,	,
j3	j3	j3
,	,	,
j4	j4	j4
(	(	(
j3	j3	j3
for	for	for
layouts	layout	layout
#	#	#
2	2	2
and	and	and
#	#	#
3	3	3
,	,	,
j4	j4	j4
for	for	for
layout	layout	layout
#	#	#
3	3	3
)	)	)
5	5	5
.	.	.

video	video	video
bios	bio	bios
:	:	:
basic	basic	basic
input	input	input
/	/	/
ouput	ouput	ouput
system	system	system
.	.	.

6	6	6
.	.	.

tvga	tvga	tvga
8900	8900	8900
chip	chip	chip
:	:	:
vga	vga	vga
graphics	graphic	graphic
chip	chip	chip
.	.	.

7	7	7
.	.	.

edge	edg	edge
connector	connector	connector
:	:	:
for	for	for
ibm	ibm	ibm
pc	pc	pc
/	/	/
xt	xt	xt
,	,	,
pc	pc	pc
/	/	/
at	at	at
and	and	and
compatible	compat	compatible
systems	system	system
.	.	.

8	8	8
.	.	.

video	video	video
dram	dram	dram
:	:	:
up	up	up
to	to	to
1mb	1mb	1mb

9	9	9
.	.	.

feature	featur	feature
connector	connector	connector
:	:	:
for	for	for
special	special	special
applications	applic	application
.	.	.

10	10	10
.	.	.

video	video	video
dac	dac	dac
11	11	11
.	.	.

jumper	jumper	jumper
blocks	block	block
jp1	jp1	jp1
and	and	and
jp2	jp2	jp2
(	(	(
2	2	2
/	/	/
4	4	4
/	/	/
8	8	8
board	board	board
only	onli	only
)	)	)

*	*	*
note	note	note
#	#	#
1	1	1
-	-	-
hardware	hardwar	hardware
option	option	option
.	.	.

feature	featur	feature
not	not	not
present	present	present
for	for	for
all	all	all
board	board	board
versions	version	version
.	.	.

switch	switch	switch
settings	set	setting
for	for	for
the	the	the
6	6	6
switch	switch	switch
dip	dip	dip
box	box	box
(	(	(
#	#	#
1	1	1
from	from	from
figures	figur	figure
)	)	)
.	.	.

switch	switch	switch
3	3	3
:	:	:
scan	scan	scan
rate	rate	rate

on	on	on
-	-	-
less	less	less
than	than	than
48khz	48khz	48khz
(	(	(
default	default	default
)	)	)

off	off	off
-	-	-
38	38	38
-	-	-
49khz	49khz	49khz

switch	switch	switch
5	5	5
:	:	:
fast	fast	fast
and	and	and
slow	slow	slow
address	address	address
decode	decod	decode

off	off	off
-	-	-
fast	fast	fast
address	address	address
decode	decod	decode
(	(	(
default	default	default
)	)	)

on	on	on
-	-	-
slow	slow	slow
address	address	address
decode	decod	decode

switch	switch	switch
6	6	6
:	:	:
8	8	8
/	/	/
16	16	16
bit	bit	bit
data	data	data
path	path	path

off	off	off
-	-	-
16	16	16
-	-	-
bit	bit	bit
data	data	data
path	path	path
(	(	(
default	default	default
)	)	)

on	on	on
-	-	-
8	8	8
-	-	-
bit	bit	bit
data	data	data
path	path	path

jumper	jumper	jumper
settings	set	setting

j1	j1	j1
:	:	:
settings	set	setting
for	for	for
irq9	irq9	irq9

1 2 3     1 2 3	1 2 3     1 2 3	1 2 3     1 2 3

xxx	xxx	xxx
xxx	xxx	xxx

off	off	off
(	(	(
def	def	def
)	)	)
on	on	on

j2	j2	j2
:	:	:
settings	set	setting
for	for	for
bus	bus	bus
size	size	size
detections	detect	detection

1           1	1           1	1           1
x	x	x

2	2	2
x	x	x
2	2	2
x	x	x

3	3	3
x	x	x
3	3	3

autodetect	autodetect	autodetect
standard	standard	standard
interface	interfac	interface

(	(	(
def	def	def
)	)	)

j3	j3	j3
:	:	:
settings	set	setting
for	for	for
dram	dram	dram
configuration	configur	configuration

1  2  3       1  2  3       1  2  3	1  2  3       1  2  3       1  2  3	1  2  3       1  2  3       1  2  3

-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-

-	-	-
-	-	-
-	-	-
-	-	-
|	|	|
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-

4  5  6       4  5  6       4  5  6	4  5  6       4  5  6       4  5  6	4  5  6       4  5  6       4  5  6

two	two	two
dram	dram	dram
four	four	four
dram	dram	dram
eight	eight	eight
dram	dram	dram

j4	j4	j4
:	:	:
dram	dram	dram
clock	clock	clock
select	select	select

1 2 3     1 2 3	1 2 3     1 2 3	1 2 3     1 2 3

xxx	xxx	xxx
xxx	xxx	xxx

40	40	40
mhz	mhz	mhz
48	48	48
mhz	mhz	mhz
two	two	two
dram	dram	dram
4	4	4
/	/	/
8	8	8
dram	dram	dram

sw1	sw1	sw1
&	&	&
sw2	sw2	sw2

swich	swich	swich
setings	sete	setings
|	|	|
sw1	sw1	sw1
|	|	|
sw2	sw2	sw2

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
+	+	+
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
+	+	+
-	-	-
-	-	-
-	-	-
-	-	-
vga	vga	vga
mode	mode	mode
(	(	(
default	default	default
)	)	)
|	|	|
on	on	on
|	|	|
on	on	on
ega	ega	ega
mode	mode	mode
|	|	|
off	off	off
|	|	|
on	on	on
cga	cga	cga
mode	mode	mode
|	|	|
on	on	on
|	|	|
off	off	off
mda	mda	mda
/	/	/
hercules	hercul	hercules
mode	mode	mode
|	|	|
off	off	off
|	|	|
off	off	off
